"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1158167855)', 'id': 1158167855, 'dn': 'CVPR: Computer Vision and Pattern Recognition', 'sn': 'cvpr', 'norm': '', 'd': '', 'pc': 7843, 'pcby': [], 'ccnt': 1277767, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -9.4172058869, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2622339228)', 'id': 2622339228, 'dn': 'IRPS: International Reliability Physics Symposium', 'sn': 'irps', 'norm': '', 'd': '', 'pc': 56, 'pcby': [], 'ccnt': 45902, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.5765058208, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2621751855)', 'id': 2621751855, 'dn': 'CICN: International Conference on Computational Intelligence and Communication Networks', 'sn': 'cicn', 'norm': '', 'd': '', 'pc': 65, 'pcby': [], 'ccnt': 4232, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.5775189247, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1171980720)', 'id': 1171980720, 'dn': 'SCIA: Scandinavian Conference on Image Analysis', 'sn': 'scia', 'norm': '', 'd': '', 'pc': 57, 'pcby': [], 'ccnt': 9145, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.5833166387, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2754209168)', 'id': 2754209168, 'dn': 'TELFOR: Telecommunications Forum', 'sn': 'telfor', 'norm': '', 'd': '', 'pc': 78, 'pcby': [], 'ccnt': 3601, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.5888497803, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2622932236)', 'id': 2622932236, 'dn': 'MWSCAS: International Midwest Symposium on Circuits and Systems', 'sn': 'mwscas', 'norm': '', 'd': '', 'pc': 69, 'pcby': [], 'ccnt': 10261, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.5932876083, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1179814642)', 'id': 1179814642, 'dn': 'IWOMP: International Workshop on OpenMP', 'sn': 'iwomp', 'norm': '', 'd': '', 'pc': 54, 'pcby': [], 'ccnt': 3112, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.5934907866, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1124547647)', 'id': 1124547647, 'dn': 'CPAIOR: Integration of AI and OR Techniques in Constraint Programming', 'sn': 'cpaior', 'norm': '', 'd': '', 'pc': 75, 'pcby': [], 'ccnt': 4977, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.5938768077, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2757484200)', 'id': 2757484200, 'dn': 'MCS: Multiple Classifier Systems', 'sn': 'mcs', 'norm': '', 'd': '', 'pc': 34, 'pcby': [], 'ccnt': 8787, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.5954143912, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1189575698)', 'id': 1189575698, 'dn': 'SITIS: Signal-Image Technology and Internet-Based Systems', 'sn': 'sitis', 'norm': '', 'd': '', 'pc': 66, 'pcby': [], 'ccnt': 5494, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.5979236643, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1146687534)', 'id': 1146687534, 'dn': 'PCM: Pacific Rim Conference on Multimedia', 'sn': 'pcm', 'norm': '', 'd': '', 'pc': 64, 'pcby': [], 'ccnt': 49132, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.5982097027, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2754805320)', 'id': 2754805320, 'dn': 'ICDF: International Conference on Digital Forensics', 'sn': 'icdf', 'norm': '', 'd': '', 'pc': 61, 'pcby': [], 'ccnt': 3291, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6003206928, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1171022770)', 'id': 1171022770, 'dn': 'ICMT: International Conference on Model Transformation', 'sn': 'icmt', 'norm': '', 'd': '', 'pc': 66, 'pcby': [], 'ccnt': 6212, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.601422165, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2757288481)', 'id': 2757288481, 'dn': 'HotSec: USENIX conference on Hot topics in security', 'sn': 'hotsec', 'norm': '', 'd': '', 'pc': 25, 'pcby': [], 'ccnt': 2110, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6117609884, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2760733716)', 'id': 2760733716, 'dn': 'GameSec: Decision and Game Theory for Security', 'sn': 'gamesec', 'norm': '', 'd': '', 'pc': 65, 'pcby': [], 'ccnt': 2008, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6124373826, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2760504002)', 'id': 2760504002, 'dn': 'UCC: Utility and Cloud Computing', 'sn': 'ucc', 'norm': '', 'd': '', 'pc': 40, 'pcby': [], 'ccnt': 2646, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6178013372, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2757670379)', 'id': 2757670379, 'dn': 'HotCloud: USENIX conference on Hot Topics in Cloud Ccomputing', 'sn': 'hotcloud', 'norm': '', 'd': '', 'pc': 42, 'pcby': [], 'ccnt': 1399, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6192831273, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2623715577)', 'id': 2623715577, 'dn': 'ISOCC: International SoC Design Conference', 'sn': 'isocc', 'norm': '', 'd': '', 'pc': 74, 'pcby': [], 'ccnt': 4176, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6201938875, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2625060797)', 'id': 2625060797, 'dn': 'HWWS: SIGGRAPH/EUROGRAPHICS Conference On Graphics Hardware', 'sn': 'hwws', 'norm': '', 'd': '', 'pc': 27, 'pcby': [], 'ccnt': 4093, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.621078679, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2756272718)', 'id': 2756272718, 'dn': 'Wireless VITAE: International Conference on Wireless Communication, Vehicular Technology, Information Theory and Aerospace & Electronic Systems Technology', 'sn': 'wireless vitae', 'norm': '', 'd': '', 'pc': 41, 'pcby': [], 'ccnt': 2653, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6266653242, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1167275352)', 'id': 1167275352, 'dn': 'FORMATS: Formal Modeling and Analysis of Timed Systems', 'sn': 'formats', 'norm': '', 'd': '', 'pc': 60, 'pcby': [], 'ccnt': 5034, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6279894358, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2755529030)', 'id': 2755529030, 'dn': 'FES: International Conference on Future Energy Systems', 'sn': 'fes', 'norm': '', 'd': '', 'pc': 54, 'pcby': [], 'ccnt': 3038, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6288906639, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1144492286)', 'id': 1144492286, 'dn': 'AIRWeb: Adversarial Information Retrieval on the Web', 'sn': 'airweb', 'norm': '', 'd': '', 'pc': 32, 'pcby': [], 'ccnt': 2997, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6305472626, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1167145961)', 'id': 1167145961, 'dn': 'AMTA: Conference of the Association for Machine Translation in the Americas', 'sn': 'amta', 'norm': '', 'd': '', 'pc': 27, 'pcby': [], 'ccnt': 3651, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6328884788, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1165958984)', 'id': 1165958984, 'dn': 'CSL: Computer Science Logic', 'sn': 'csl', 'norm': '', 'd': '', 'pc': 55, 'pcby': [], 'ccnt': 14958, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6349215557, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1152604843)', 'id': 1152604843, 'dn': 'ICARIS: International Conference on Artificial Immune Systems', 'sn': 'icaris', 'norm': '', 'd': '', 'pc': 43, 'pcby': [], 'ccnt': 6164, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6370012132, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2754102603)', 'id': 2754102603, 'dn': 'NCC: National Conference on Communications', 'sn': 'ncc', 'norm': '', 'd': '', 'pc': 59, 'pcby': [], 'ccnt': 3954, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6396455315, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1128163780)', 'id': 1128163780, 'dn': 'SAFECOMP: International Conference on Computer Safety, Reliability, and Security', 'sn': 'safecomp', 'norm': '', 'd': '', 'pc': 67, 'pcby': [], 'ccnt': 8784, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6411714764, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2760067151)', 'id': 2760067151, 'dn': 'AIPR: Applied Imagery Pattern Recognition Workshop', 'sn': 'aipr', 'norm': '', 'd': '', 'pc': 50, 'pcby': [], 'ccnt': 6540, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6438587941, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2755546534)', 'id': 2755546534, 'dn': 'IPPS: International Parallel Processing Symposium', 'sn': 'ipps', 'norm': '', 'd': '', 'pc': 38, 'pcby': [], 'ccnt': 12269, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6445978952, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2757049256)', 'id': 2757049256, 'dn': 'ISoLA: Leveraging Applications of Formal Methods', 'sn': 'isola', 'norm': '', 'd': '', 'pc': 77, 'pcby': [], 'ccnt': 4862, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6455733727, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1159629202)', 'id': 1159629202, 'dn': 'ECBS: Engineering of Computer-Based Systems', 'sn': 'ecbs', 'norm': '', 'd': '', 'pc': 63, 'pcby': [], 'ccnt': 9157, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.647353514, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1146600191)', 'id': 1146600191, 'dn': 'FoSSaCS: Foundations of Software Science and Computation Structure', 'sn': 'fossacs', 'norm': '', 'd': '', 'pc': 62, 'pcby': [], 'ccnt': 10227, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6477057058, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1190589269)', 'id': 1190589269, 'dn': 'CBSE: Component-Based Software Engineering', 'sn': 'cbse', 'norm': '', 'd': '', 'pc': 54, 'pcby': [], 'ccnt': 7127, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6479899595, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1171876160)', 'id': 1171876160, 'dn': 'CANS: Cryptology and Network Security', 'sn': 'cans', 'norm': '', 'd': '', 'pc': 52, 'pcby': [], 'ccnt': 4251, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6496753674, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1127066094)', 'id': 1127066094, 'dn': 'DaMoN: Data Management on New Hardware', 'sn': 'damon', 'norm': '', 'd': '', 'pc': 57, 'pcby': [], 'ccnt': 2286, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6504746712, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1172434390)', 'id': 1172434390, 'dn': 'INCoS: Intelligent Networking and Collaborative Systems', 'sn': 'incos', 'norm': '', 'd': '', 'pc': 64, 'pcby': [], 'ccnt': 4128, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6540424593, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2758839271)', 'id': 2758839271, 'dn': 'LAW: Linguistic Annotation Workshop', 'sn': 'law', 'norm': '', 'd': '', 'pc': 49, 'pcby': [], 'ccnt': 3093, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6552740876, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2625551219)', 'id': 2625551219, 'dn': 'EASE: Evaluation and Assessment in Software Engineering', 'sn': 'ease', 'norm': '', 'd': '', 'pc': 35, 'pcby': [], 'ccnt': 6524, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6554039198, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1132363081)', 'id': 1132363081, 'dn': 'IWPT: International Workshop/Conference on Parsing Technologies', 'sn': 'iwpt', 'norm': '', 'd': '', 'pc': 44, 'pcby': [], 'ccnt': 4660, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6593853394, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1169820221)', 'id': 1169820221, 'dn': 'ICHIT: International Conference on Hybrid Information Technology', 'sn': 'ichit', 'norm': '', 'd': '', 'pc': 61, 'pcby': [], 'ccnt': 5425, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6596535626, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2755913526)', 'id': 2755913526, 'dn': 'MIS: ACM Transactions on Management Information Systems', 'sn': 'mis', 'norm': '', 'd': '', 'pc': 40, 'pcby': [], 'ccnt': 3192, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6603676047, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1166388686)', 'id': 1166388686, 'dn': 'SBAC-PAD: Symposium on Computer Architecture and High Performance Computing', 'sn': 'sbac-pad', 'norm': '', 'd': '', 'pc': 65, 'pcby': [], 'ccnt': 3953, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6640892817, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2621799570)', 'id': 2621799570, 'dn': 'IE: Intelligent Environments', 'sn': 'ie', 'norm': '', 'd': '', 'pc': 48, 'pcby': [], 'ccnt': 3021, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6647163203, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1187637167)', 'id': 1187637167, 'dn': 'ACIVS: Advanced Concepts for Intelligent Vision Systems', 'sn': 'acivs', 'norm': '', 'd': '', 'pc': 71, 'pcby': [], 'ccnt': 5405, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6655399835, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1163190608)', 'id': 1163190608, 'dn': 'GCC: Grid and Cooperative Computing', 'sn': 'gcc', 'norm': '', 'd': '', 'pc': 57, 'pcby': [], 'ccnt': 6917, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6657201847, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2627083385)', 'id': 2627083385, 'dn': 'OpenSym: International Symposium on Wikis and Open Collaboration', 'sn': 'opensym', 'norm': '', 'd': '', 'pc': 50, 'pcby': [], 'ccnt': 5093, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6687959499, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1138890651)', 'id': 1138890651, 'dn': 'SEA: Symposium on Experimental and Efficient Algorithms', 'sn': 'sea', 'norm': '', 'd': '', 'pc': 56, 'pcby': [], 'ccnt': 8916, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6693908475, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1192804102)', 'id': 1192804102, 'dn': 'CPM: Combinatorial Pattern Matching', 'sn': 'cpm', 'norm': '', 'd': '', 'pc': 56, 'pcby': [], 'ccnt': 14858, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6726943216, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2755870848)', 'id': 2755870848, 'dn': 'DAGM-PR: DAGM conference on Pattern Recognition', 'sn': 'dagm-pr', 'norm': '', 'd': '', 'pc': 25, 'pcby': [], 'ccnt': 3732, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6731506449, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2756431470)', 'id': 2756431470, 'dn': 'ICCSP: International Conference on Communication and Signal Processing', 'sn': 'iccsp', 'norm': '', 'd': '', 'pc': 55, 'pcby': [], 'ccnt': 3432, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6734784116, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1145533764)', 'id': 1145533764, 'dn': 'EuroITV: European Conference on Interactive TV', 'sn': 'euroitv', 'norm': '', 'd': '', 'pc': 48, 'pcby': [], 'ccnt': 2844, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6738677293, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1176128511)', 'id': 1176128511, 'dn': 'MIE: Medical Informatics Europe', 'sn': 'mie', 'norm': '', 'd': '', 'pc': 69, 'pcby': [], 'ccnt': 11733, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.674016077, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2755825106)', 'id': 2755825106, 'dn': 'DCMA: International Conference on Dublin Core and Metadata Applications', 'sn': 'dcma', 'norm': '', 'd': '', 'pc': 50, 'pcby': [], 'ccnt': 2635, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6749861102, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1173836718)', 'id': 1173836718, 'dn': 'HASE: High-Assurance Systems Engineering', 'sn': 'hase', 'norm': '', 'd': '', 'pc': 60, 'pcby': [], 'ccnt': 7033, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6776488193, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2754863150)', 'id': 2754863150, 'dn': 'UPC: IEEE International Conference on Universal Personal Communications', 'sn': 'upc', 'norm': '', 'd': '', 'pc': 29, 'pcby': [], 'ccnt': 7865, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6790534867, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2755158973)', 'id': 2755158973, 'dn': 'ECMDA: European conference on Model driven architecture-foundations and applications', 'sn': 'ecmda', 'norm': '', 'd': '', 'pc': 49, 'pcby': [], 'ccnt': 3517, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6795553385, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2621818959)', 'id': 2621818959, 'dn': 'SoutheastCon: SoutheastCon', 'sn': 'southeastcon', 'norm': '', 'd': '', 'pc': 55, 'pcby': [], 'ccnt': 14096, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6824027626, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1164469504)', 'id': 1164469504, 'dn': 'ICNSC: International Conference on Networking, Sensing and Control', 'sn': 'icnsc', 'norm': '', 'd': '', 'pc': 68, 'pcby': [], 'ccnt': 12643, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6847223706, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2754534549)', 'id': 2754534549, 'dn': 'SSP: IEEE Signal Processing Workshop on Statistical Signal Processing', 'sn': 'ssp', 'norm': '', 'd': '', 'pc': 68, 'pcby': [], 'ccnt': 6182, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6849474017, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1177774579)', 'id': 1177774579, 'dn': 'NGI: Next Generation Internet', 'sn': 'ngi', 'norm': '', 'd': '', 'pc': 55, 'pcby': [], 'ccnt': 4384, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6850309665, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1169202981)', 'id': 1169202981, 'dn': 'ICWMC: International Conference on Wireless and Mobile Communications', 'sn': 'icwmc', 'norm': '', 'd': '', 'pc': 56, 'pcby': [], 'ccnt': 3496, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6859831349, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2626580860)', 'id': 2626580860, 'dn': 'ACMDEV: ACM Symposium on Computing and Development', 'sn': 'acmdev', 'norm': '', 'd': '', 'pc': 43, 'pcby': [], 'ccnt': 1649, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6876582209, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1150523337)', 'id': 1150523337, 'dn': 'ISMIS: International Syposium on Methodologies for Intelligent Systems', 'sn': 'ismis', 'norm': '', 'd': '', 'pc': 59, 'pcby': [], 'ccnt': 9278, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6895038987, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2624169398)', 'id': 2624169398, 'dn': 'ICMA: International Conference on Mechatronics and Automation', 'sn': 'icma', 'norm': '', 'd': '', 'pc': 75, 'pcby': [], 'ccnt': 22211, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6904515626, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1166922208)', 'id': 1166922208, 'dn': 'ICIG: International Conference on Image and Graphics', 'sn': 'icig', 'norm': '', 'd': '', 'pc': 65, 'pcby': [], 'ccnt': 6643, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6920846044, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1169828999)', 'id': 1169828999, 'dn': 'PDCAT: Parallel and Distributed Computing: Applications and Technologies', 'sn': 'pdcat', 'norm': '', 'd': '', 'pc': 59, 'pcby': [], 'ccnt': 6559, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6931090883, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2757655342)', 'id': 2757655342, 'dn': 'LEET: USENIX conference on Large-scale exploits and emergent threats', 'sn': 'leet', 'norm': '', 'd': '', 'pc': 26, 'pcby': [], 'ccnt': 1943, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6959716389, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2754362366)', 'id': 2754362366, 'dn': 'CSIC: IEEE Computer Society International Conference', 'sn': 'csic', 'norm': '', 'd': '', 'pc': 42, 'pcby': [], 'ccnt': 7248, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6971084793, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1176273901)', 'id': 1176273901, 'dn': 'SEAA: Software Engineering and Advanced Applications', 'sn': 'seaa', 'norm': '', 'd': '', 'pc': 59, 'pcby': [], 'ccnt': 7320, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6991261861, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2755576832)', 'id': 2755576832, 'dn': 'BHI: Biomedical and Health Informatics', 'sn': 'bhi', 'norm': '', 'd': '', 'pc': 29, 'pcby': [], 'ccnt': 2544, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.6999428644, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2622835322)', 'id': 2622835322, 'dn': 'ICUWB: International Conference on Ultra-Wideband', 'sn': 'icuwb', 'norm': '', 'd': '', 'pc': 58, 'pcby': [], 'ccnt': 11602, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.7040269527, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2754513596)', 'id': 2754513596, 'dn': 'ICETET: International Conference on Emerging Trends in Engineering and Technology', 'sn': 'icetet', 'norm': '', 'd': '', 'pc': 65, 'pcby': [], 'ccnt': 5113, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.7058823706, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1198662047)', 'id': 1198662047, 'dn': 'CIDM: Computational Intelligence and Data Mining', 'sn': 'cidm', 'norm': '', 'd': '', 'pc': 37, 'pcby': [], 'ccnt': 4169, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.707276447, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2754592837)', 'id': 2754592837, 'dn': 'TTE: IEEE Transactions on Transportation Electrification', 'sn': 'tte', 'norm': '', 'd': '', 'pc': 53, 'pcby': [], 'ccnt': 5522, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.7101527127, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1171708086)', 'id': 1171708086, 'dn': 'UCS: Ubiquitous Computing Systems', 'sn': 'ucs', 'norm': '', 'd': '', 'pc': 44, 'pcby': [], 'ccnt': 3142, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.7108796923, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1164286107)', 'id': 1164286107, 'dn': 'ICIW: International Conference on Internet and Web Applications and Services', 'sn': 'iciw', 'norm': '', 'd': '', 'pc': 44, 'pcby': [], 'ccnt': 3918, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.7121612685, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1141501652)', 'id': 1141501652, 'dn': 'VMV: Vision Modeling and Visualization', 'sn': 'vmv', 'norm': '', 'd': '', 'pc': 52, 'pcby': [], 'ccnt': 6885, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.7149677779, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=2622005410)', 'id': 2622005410, 'dn': 'ICEMS: International Conference on Electrical Machines and Systems', 'sn': 'icems', 'norm': '', 'd': '', 'pc': 62, 'pcby': [], 'ccnt': 23346, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.7150481994, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1177357382)', 'id': 1177357382, 'dn': 'ITP: Interactive Theorem Proving', 'sn': 'itp', 'norm': '', 'd': '', 'pc': 58, 'pcby': [], 'ccnt': 3415, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.7151477478, 'et': 4}"
"{'fos': [], 'rc': [], 'pqe': 'Composite(C.CId=1169227017)', 'id': 1169227017, 'dn': 'COSIT: Conference On Spatial Information Theory', 'sn': 'cosit', 'norm': '', 'd': '', 'pc': 52, 'pcby': [], 'ccnt': 10197, 'eccnt': 0, 'ccby': [], 'w': [], 'r': -15.7164015224, 'et': 4}"
